gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
861690529	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1485	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Pseudotriton	Pseudotriton ruber	ruber	SUBSPECIES	Pseudotriton ruber ruber	Pseudotriton ruber ruber		US	Fallsbury Twp: near Fallsbury: along Wakatomica Cr, Licking Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.09	-82.48							1932-06-18T00:00:00	18	6	1932	7193824	2431459	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1485			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Handel, G. (George)			2023-01-24T16:32:54.445Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690528	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1377	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon richmondi		SPECIES	Plethodon richmondi Netting & Mittleman, 1938	Plethodon richmondi		US	Saline TwpL near New Somerset, Jefferson Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.38	-80.76							1930-09-08T00:00:00	8	9	1930	2431521	2431521	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1377			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.445Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690527	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1503	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	Anaxyrus americanus		SPECIES	Bufo americanus Holbrook, 1836	Bufo americanus		US	Altitude, Monroe Co., Ohio	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	39.7531	-81.0234							1933-09-29T00:00:00	29	9	1933	5217021	2422872	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1503			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.445Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690526	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1562	Animalia	Chordata	Amphibia	Anura	Hylidae	Pseudacris	Pseudacris brachyphona		SPECIES	Pseudacris brachyphona (Cope, 1889)	Pseudacris brachyphona		US	1 mi W of Buena Vista, Green Twp., Adams Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	38.6288	-83.2825							1928-05-20T00:00:00	20	5	1928	2428144	2428144	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1562			2012-01-01T00:00:00	CC_BY_4_0		Hine, J. S. (James Stewart), Watters, G. (George) & Walker, C. F. (Charles F.)			2023-01-24T16:32:54.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690525	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__135	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates pipiens		SPECIES	Rana pipiens Schreber, 1782	Rana pipiens		US	Eagle Creek, Windham Twp., Portage Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	41.2349	-81.0242							1928-09-23T00:00:00	23	9	1928	2427186	2427185	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 135			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690524	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1520	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	Anaxyrus fowleri		SPECIES	Bufo fowleri Hinckley, 1882	Bufo fowleri		US	along Sunfish Cr., near Clarington, Monroe Co., Ohio	Ohio	PRESENT	13	5ffa575c-fcd4-4583-9611-545f67b04316	39.7656	-80.8712							1929-09-01T00:00:00	1	9	1929	5217042	2422905	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1520			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Trautman, M. B. (Milton Bernard)			2023-01-24T16:32:54.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690523	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1415	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Pseudotriton	Pseudotriton ruber	ruber	SUBSPECIES	Pseudotriton ruber ruber	Pseudotriton ruber ruber		US	Laurel Creek, Washington Twp., Harrison Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.2825	-81.3265							1930-08-16T00:00:00	16	8	1930	7193824	2431459	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1415			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690522	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__145	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea bislineata		SPECIES	Eurycea bislineata (Green, 1818)	Eurycea bislineata		US	Near Red Hills, Blendon Twp., Franklin Co., Ohio	Ohio	PRESENT	3	5ffa575c-fcd4-4583-9611-545f67b04316	40.1004	-82.881							1928-10-14T00:00:00	14	10	1928	5218376	5218376	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 145			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690521	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1465	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon glutinosus		SPECIES	Plethodon glutinosus (Green, 1818)	Plethodon glutinosus		US	Adams Mills, Muskingum Co., Ohio	Ohio	PRESENT	4	5ffa575c-fcd4-4583-9611-545f67b04316	40.1567	-81.9468							1932-09-17T00:00:00	17	9	1932	2431539	2431539	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1465			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Handel, G. (George)			2023-01-24T16:32:54.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690520	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1590	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates catesbeianus		SPECIES	Rana catesbeiana Shaw, 1802	Rana catesbeiana		US	Middle Bass Island, Ottawa Co., Ohio	Ohio	PRESENT	7	5ffa575c-fcd4-4583-9611-545f67b04316	41.6881	-82.8062							1928-09-13T00:00:00	13	9	1928	2427092	2427091	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1590			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690519	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1430	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus fuscus	fuscus	SUBSPECIES	Desmognathus fuscus fuscus	Desmognathus fuscus fuscus		US	Harlem Springs, Lee Twp., Carroll Co., Ohio	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	40.5209	-81.0032							1930-09-08T00:00:00	8	9	1930	6170193	2431224	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1430			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690518	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1356	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea bislineata		SPECIES	Eurycea bislineata (Green, 1818)	Eurycea bislineata		US	"""Red Hills"", Blendon Twp., Franklin Co., Ohio"	Ohio	PRESENT	4	5ffa575c-fcd4-4583-9611-545f67b04316	40.1004	-82.881							1929-11-03T00:00:00	3	11	1929	5218376	5218376	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1356			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Thomas, J. S. (John S.)			2023-01-24T16:32:54.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690517	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1536	Animalia	Chordata	Amphibia	Anura	Hylidae	Acris	Acris crepitans		SPECIES	Acris crepitans Baird, 1854	Acris crepitans		US	2 mi W of Bryan: Buttonbush, Williams Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	41.56	-84.58							1931-04-11T00:00:00	11	4	1931	2427616	2427616	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1536			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Murphy, M. K.			2023-01-24T16:32:54.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690516	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1484	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon glutinosus		SPECIES	Plethodon glutinosus (Green, 1818)	Plethodon glutinosus		US	along Wakatomika Cr., near Fallsburg, Fallsbury Twp., Licking Co., Ohio	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	40.2234	-82.2254							1932-06-18T00:00:00	18	6	1932	2431539	2431539	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1484			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Handel, G. (George)			2023-01-24T16:32:54.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690515	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1574	Animalia	Chordata	Amphibia	Anura	Hylidae	Pseudacris	Pseudacris brachyphona		SPECIES	Pseudacris brachyphona (Cope, 1889)	Pseudacris brachyphona		US	Clear Creek, Hocking Co., Ohio	Ohio	PRESENT	5	5ffa575c-fcd4-4583-9611-545f67b04316	39.5935	-82.5972							1933-03-18T00:00:00	18	3	1933	2428144	2428144	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1574			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Davidson, R.			2023-01-24T16:32:54.448Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690514	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1502	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	Anaxyrus americanus		SPECIES	Bufo americanus Holbrook, 1836	Bufo americanus		US	Nettle Lake, Northwest Twp., Williams Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	41.6825	-84.7266							1930-05-31T00:00:00	31	5	1930	5217021	2422872	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1502			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Trautman, M. B. (Milton Bernard)			2023-01-24T16:32:54.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690513	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1395	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea longicauda	longicauda	SUBSPECIES	Eurycea longicauda longicauda	Eurycea longicauda longicauda		US	woods, S. of Licking River., Falls Twp., Muskingum Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	39.9556	-82.0496							1930-08-18T00:00:00	18	8	1930	7193826	5218348	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1395			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690512	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1376	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus fuscus		SPECIES	Desmognathus fuscus (Rafinesque, 1820)	Desmognathus fuscus		US	near New Somerset, Saline Twp., Jefferson Co., Ohio	Ohio	PRESENT	10	5ffa575c-fcd4-4583-9611-545f67b04316	40.5159	-80.7059							1930-09-08T00:00:00	8	9	1930	2431224	2431224	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1376			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690511	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1561	Animalia	Chordata	Amphibia	Anura	Hylidae	Dryophytes	Dryophytes versicolor		SPECIES	Hyla versicolor LeConte, 1825	Hyla versicolor		US	Kennard, Champaign Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.1931	-83.6797							1933-05-10T00:00:00	10	5	1933	2427583	10806364	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1561			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Trautman, M. B. (Milton Bernard)			2023-01-24T16:32:54.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690510	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1349	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea bislineata		SPECIES	Eurycea bislineata (Green, 1818)	Eurycea bislineata		US	Near Rodney, Springfield, Gallia Co., Ohio	Ohio	PRESENT	4	5ffa575c-fcd4-4583-9611-545f67b04316	38.8493	-82.304							1930-03-21T00:00:00	21	3	1930	5218376	5218376	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1349			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690509	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__152	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon cinereus		SPECIES	Plethodon cinereus (Green, 1818)	Plethodon cinereus		US	Laurelville, Hocking Co., Ohio	Ohio	PRESENT	4	5ffa575c-fcd4-4583-9611-545f67b04316	39.4734	-82.7393							1928-11-11T00:00:00	11	11	1928	2431491	2431491	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 152			2012-01-01T00:00:00	CC_BY_4_0		Trautman, M. B. (Milton Bernard), Thomas, J. S. (John S.) & Walker, C. F. (Charles F.)			2023-01-24T16:32:54.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690508	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1414	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Hemidactylium	Hemidactylium scutatum		SPECIES	Hemidactylium scutatum (Temminck, 1838)	Hemidactylium scutatum		US	Laurel Creek, Washington Twp., Harrison Co., Ohio	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	40.2825	-81.3265							1930-08-16T00:00:00	16	8	1930	2431666	2431666	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1414			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690507	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1449	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea longicauda	longicauda	SUBSPECIES	Eurycea longicauda longicauda	Eurycea longicauda longicauda		US	ex. SE of Anderson Twp, Hamilton Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	39.2	-84.54							1931-06-14T00:00:00	14	6	1931	7193826	5218348	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1449			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Weller, W. H. (Worth Hamilton)			2023-01-24T16:32:54.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690506	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1355	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon cinereus		SPECIES	Plethodon cinereus (Green, 1818)	Plethodon cinereus		US	"""Red Hills"", Blendon Twp., Franklin Co., Ohio"	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	40.1004	-82.881							1929-11-03T00:00:00	3	11	1929	2431491	2431491	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1355			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Thomas, J. S. (John S.)			2023-01-24T16:32:54.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690505	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1336	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea bislineata		SPECIES	Eurycea bislineata (Green, 1818)	Eurycea bislineata		US	Fort Hill State Memorial, Brushcreek Twp., Highland Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	39.1137	-83.4066							1930-03-15T00:00:00	15	3	1930	5218376	5218376	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1336			2012-01-01T00:00:00	CC_BY_4_0		Hine, J. S. (James Stewart) & Walker, C. F. (Charles F.)			2023-01-24T16:32:54.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690504	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__159	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus fuscus		SPECIES	Desmognathus fuscus (Rafinesque, 1820)	Desmognathus fuscus		US	near Buckeye Lake, Licking Twp., Licking Co., Ohio	Ohio	PRESENT	12	5ffa575c-fcd4-4583-9611-545f67b04316	39.9337	-82.4724							1928-12-15T00:00:00	15	12	1928	2431224	2431224	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 159			2012-01-01T00:00:00	CC_BY_4_0		Trautman, M. B. (Milton Bernard)			2023-01-24T16:32:54.448Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861690503	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__1535	Animalia	Chordata	Amphibia	Anura	Hylidae	Acris	Acris crepitans		SPECIES	Acris crepitans Baird, 1854	Acris crepitans		US	Spruce Hill, Bourneville, Twin Twp., Ross Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	39.2737	-83.1362							1929-09-17T00:00:00	17	9	1929	2427616	2427616	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 1535			2012-01-01T00:00:00	CC_BY_4_0		Hine, J. S. (James Stewart) & Walker, C. F. (Charles F.)			2023-01-24T16:32:54.448Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
